name,description,founded_year,funding_total_usd,funding_stage,founders,investors,categories,city,region,country,sector,website,linkedin_url,crunchbase_url,source_url,extraction_date,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Dropzone AI,Dropzone AI delivers pre-trained autonomous AI security agents that work alongside human analysts on security operations teams,2023,18600000.0,series_a,Edward Wu,Theory Ventures|Decibel Partners|Psl Ventures|Iqt|Oliver Friedrichs,AI|Cybersecurity,United States,,United States,"""AI-Driven Cybersecurity Threat Detection Solutions""",https://dropzone.ai,https://www.linkedin.com/company/dropzone-ai,https://www.crunchbase.com/organization/dropzone-ai,https://venturebeat.com/ai/dropzone-ai-raises-17m-from-theory-ventures-for-its-autonomous-cybersecurity-ai-agents/,2025-07-24 06:23:06.622457,3.2,23.1,4.5,40,growth,0.85,4.6,4.1,1.8,4.3
Perplexity,"Perplexity is an AI-powered answer engine designed to provide accurate, real-time responses to user queries.",2022,1275000000.0,series_unknown,Aravind Srinivas|Andy Konwinski|Denis Yarats|Johnny Ho,Accel|Bessemer Venture Partners|Nvidia|Ivp|New Enterprise Associates,AI|NLP,,,United States,"""Natural Language Processing Solutions for Information Retrieval""",https://www.perplexity.ai,https://www.linkedin.com/company/perplexity-ai,https://www.crunchbase.com/organization/perplexity-ai,https://opentools.ai/news/busting-myths-about-ai-founders-diversity-rules,2025-07-24 06:23:19.340542,4.5,15.0,4.0,30,unknown,0.85,4.2,3.8,1.0,3.8
Ambient Intelligence,Ambient Intelligence is replacing wearables with ambient sensors.,2017,100000.0,pre_seed,Brian Bradley Johnson,Gener8Tor|Right Side Capital Management|Gbeta|Allianz Life Ventures|Greg Shultz,Healthcare AI|Patient Care,Minneapolis,Minnesota,United States,"""AI-Driven Patient Outcome Improvement Solutions""",http://ambienthealthgroup.com,https://www.linkedin.com/company/ambient-intelligence,https://www.crunchbase.com/organization/ambient-intelligence,https://ambienthealthgroup.com/,2025-07-24 06:23:30.161716,3.5,40.0,3.8,15,growth,0.85,3.5,3.0,0.8,3.5
Threedium,Threedium enables the digitization of physical products that can be sold as 3D NFTs and fulfilled in physical form or in the metaverse.,2017,14555321.0,series_a,Dusan Odobasic|Kyriacos Kyprianou|Lode Groosman|Mike Charalambous|Xose Lois Fernandez Cañizares,Htgf (High Tech Gruenderfonds)|Seedrs|Outlier Ventures|Collider|Reflexive Capital,AI|Augmented Reality|3D Content,,,United States,"""3D Augmented Reality Content Creation Platform""",https://threedium.io,https://www.linkedin.com/company/threedium/,https://www.crunchbase.com/organization/threedium,https://www.edenbase.com/fund,2025-07-24 06:23:45.601474,1.2,30.0,3.8,15,growth,0.85,3.5,3.2,0.5,3.5
DocDraft,DocDraft is an AI-assisted legal drafting tool to generate custom automated drafts.,2021,8300000.0,seed,Anish Dalal|Taher Hassonjee|Taz Hassonjee,Harlem Capital,Generative AI|Document Automation,,,United States,"""AI-Driven Document Automation Solutions""",https://www.docdraft.ai/,https://www.linkedin.com/company/nlplabs,https://www.crunchbase.com/organization/docdraft,https://harlem.capital/who-are-the-diverse-founders-in-generative-ai/,2025-07-24 06:24:02.253790,1.2,25.0,3.8,15,growth,0.85,4.0,3.5,0.8,3.7
ValAi,ValAi is a startup disruptive technology company that provides blockchain solutions.,2019,1000000.0,seed,Allys Todd|Tom Reed,South Australian Venture Capital Fund,Sustainability|Software Development,Adelaide,South Australia,Australia,"""Sustainable Finance Data Solutions for Real Estate""",https://valai.com.au/,https://au.linkedin.com/company/valai,https://www.crunchbase.com/organization/valai,https://au.linkedin.com/company/valai,2025-07-24 06:24:20.211569,3.2,15.0,3.8,15,unknown,0.85,3.5,3.2,0.8,3.5
Speedy Brand,Speedy Brand provides generative AI-powered marketing content for SMBs.,2022,2500000.0,pre_seed,Ranti Dev Sharma|Jatin Mehta|Ayush Jasuja,Y Combinator|Google Ventures,AI|Content Generation|SEO,,,United States,"""AI-Driven SEO Content Generation for SMBs""",https://speedybrand.xyz,https://www.linkedin.com/company/speedy-brand-inc,https://www.crunchbase.com/organization/speedy-brand,https://techcrunch.com/2023/07/07/speedybrand-generative-ai-marketing/,2025-07-24 06:24:40.737384,0.1,30.0,3.5,5,growth,0.85,3.8,3.5,0.3,3.0
Typeface,Typeface offers a generative AI application that provides streamlined and personalized content creation for enterprises.,2022,132500000.0,series_b,Abhay Parasnis,Menlo Ventures|Lightspeed Venture Partners|Madrona|Salesforce Ventures|Google Ventures,Generative AI|Enterprise AI,San Francisco,California,United States,"""Generative AI for Personalized Brand Content Creation""",https://www.typeface.ai,https://www.linkedin.com/company/typeface-ai/,https://www.crunchbase.com/organization/typeface,https://techcrunch.com/2023/06/29/typeface-which-is-building-generative-ai-for-brands-raises-100m-at-a-1b-valuation/,2025-07-24 06:24:53.278216,0.3,35.0,4.5,10,early,0.85,4.7,4.3,0.5,4.2
Vellum,Vellum is a provider of an enterprise development platform for building mission-critical AI products.,2023,15250000.0,series_a,Akash Sharma|Noa Flaherty|Sidd Seethepalli,Y Combinator|Pioneer Fund|Rebel Fund|Twentytwo Vc|Leaders Fund,Generative AI|NLP,San Francisco,California,United States,"""Generative AI Prompt Optimization for Business Applications""",https://www.vellum.ai,https://www.linkedin.com/company/vellumai,https://www.crunchbase.com/organization/vellum-74f3,https://techcrunch.com/2023/07/11/prompt-engineering-startup-vellum-ai/,2025-07-24 06:25:06.639755,0.5,35.0,4.5,15,early,0.85,4.7,4.2,0.8,4.3
Writer,Writer is a software firm that develops a full-stack generative AI platform delivering transformative ROI for enterprises.,2020,263000000.0,series_c,May Habib|Waseem AlShikh,Insight Partners|B Capital|Radical Ventures|Salesforce Ventures|Geodesic Capital,Generative AI|Enterprise AI,San Francisco,California,United States,"""Enterprise Generative AI Solutions for NLP Applications""",http://writer.com,https://www.linkedin.com/company/writer-ai/,https://www.crunchbase.com/organization/writer,https://techcrunch.com/2024/11/12/generative-ai-startup-writer-raises-200m-at-a-1-9b-valuation/,2025-07-24 06:25:16.649930,0.5,35.0,3.5,10,growth,0.85,3.8,3.2,0.8,3.7
Runway,Runway is a global AI research and technology company building foundational research models and tools to create multimodal world simulators.,2018,342750000.0,series_d,Cris Valenzuela|Alejandro Matamala|Anastasis Germanidis|Alejandro Matamala Ortiz|Cristobal Valenzuela Barrera,General Atlantic|Nvidia|Google|Coatue|Lux Capital,Generative AI|Multimedia|Content Creation,San Francisco,California,United States,"""Generative AI Tools for Multimedia Content Creation""",https://runwayml.com,https://www.linkedin.com/company/runwayml/,https://www.crunchbase.com/organization/runwayml,https://techcrunch.com/2023/06/29/runway-a-startup-building-generative-ai-for-content-creators-raises-141m/,2025-07-24 06:25:28.689601,1.2,30.0,3.5,10,growth,0.85,3.8,3.2,0.5,3.0
Alta,Alta leverages data and AI to drive business growth 24/7.,2021,9000000.0,seed,Jenny Wang|Mor Shabtai|Stav Neumark|Tom Hoffen,Entrée Capital|Target Global|Ben Lang,AI|Fashion Tech|E-commerce,Not specified,Not specified,United States,"""AI-Driven Personal Styling and Fashion Recommendation Service""",https://www.altahq.com/,https://www.linkedin.com/company/altahqdotcom/about/,https://www.crunchbase.com/organization/alta-eab5,https://techcrunch.com/2025/06/16/alta-raises-11m-to-bring-clueless-fashion-tech-to-life-with-all-star-investors/?utm_source=chatgpt.com,2025-07-24 06:25:42.030136,0.5,20.0,3.5,10,growth,0.85,3.8,3.5,0.3,3.0
Exa,Exa is an AI research center that is reinventing the quest for AI.,2021,19500000.0,series_a,Will Bryk|Jeffrey Wang,Y Combinator|Lightspeed Venture Partners|Nventures|Mei Z.,AI|Machine Learning|Search Engine,,,United States,"""AI-Enhanced Search Algorithms for Web Data Retrieval""",https://exa.ai,https://www.linkedin.com/company/exa-ai/,https://www.crunchbase.com/organization/exa-1b30,https://techcrunch.com/2024/07/16/exa-raises-17m-lightspeed-nvidia-ycombinator-google-ai-models/,2025-07-24 06:25:59.627756,3.2,27.0,4.5,40,growth,0.85,4.3,3.8,1.5,4.2
Mixus,AI agents we can trust,2017,2600000.0,pre-seed,Elliot Katz|Shai Magzimof,,AI|Productivity|Communication,Stanford,California,United States,"""AI-Driven Workflow Automation for Communication Platforms""",https://www.mixus.ai/,https://www.linkedin.com/company/mixus-ai/,https://www.crunchbase.com/organization/mixus,https://techcrunch.com/2025/07/22/this-startup-thinks-email-could-be-the-key-to-usable-ai-agents/,2025-07-24 06:26:11.776398,1.2,35.0,3.8,10,growth,0.85,3.5,3.0,0.5,3.7
Palona AI,Palona AI offers a range of artificial intelligence technologies that boost D2C growth.,2025,10000000.0,seed,Maria Zhang,Fusion Fund|Uphonest Capital|Neo Investment Partners|Maynard Webb,AI|D2C,Palo Alto,California,United States,"""AI-Driven Direct-to-Consumer Growth Solutions""",https://palona.ai/,https://www.linkedin.com/company/proactive-ai-lab/about/,https://www.crunchbase.com/organization/palona-ai,https://www.crunchbase.com/organization/palona-ai,2025-07-24 06:26:20.953776,3.2,28.4,4.8,40,growth,0.85,4.7,4.3,1.5,4.5
Tera AI,"Tera AI is creating a software-only, platform-agnostic spatial reasoning AI that will allow any robot to use its camera to navigate.",2023,7900000.0,seed,Tony Zhang,Inovia Capital|Felicis|Caltech|Naval Ravikant|Wilson Hill Ventures,robotics|AI|navigation,San Francisco,California,United States,"""Spatial Reasoning AI for Autonomous Robotics Navigation""",https://www.tera-ai.com,https://www.linkedin.com/company/foundation-model-startup/,https://www.crunchbase.com/organization/tera-ai,https://techcrunch.com/2025/03/19/teraai-comes-out-of-stealth-with-7-8m-to-provide-visual-navigation-for-robots/,2025-07-24 06:26:34.406549,1.2,20.0,3.8,15,growth,0.85,4.0,3.5,0.8,3.5
Underwrite.ai,"Underwrite.ai applies advances in artificial intelligence to provide lenders with non-linear, dynamic models of credit risk.",2025,15000000.0,seed,Rune Kvist|Marc Stein,,AI|Insurance|Safety Standards,San Francisco,California,United States,"""AI Risk Management and Insurance Solutions""",http://www.underwrite.ai/,,https://www.crunchbase.com/organization/underwrite-ai,https://venturebeat.com/ai/former-anthropic-exec-raises-15m-to-insure-ai-agents-and-help-startups-deploy-safely/,2025-07-24 06:26:49.926286,0.0,0.0,5.0,5,unknown,0.58,4.5,4.0,0.1,4.5
Thinking Machines Lab,Thinking Machines Lab is an AI research and product company that aims to increase understanding and customization of AI systems.,2025,2004987582.0,seed,Mira Murati|Lilian Weng,Andreessen Horowitz|Accel|Nvidia|Conviction Partners|Cisco,AI|Machine Learning,Silicon Valley,California,United States,"""Multimodal AI for Collaborative General Intelligence Solutions""",https://thinkingmachines.ai,https://www.linkedin.com/company/thinkingmachinesai,https://www.crunchbase.com/organization/thinking-machines-lab,https://techcrunch.com/2025/07/15/mira-muratis-thinking-machines-lab-is-worth-12b-in-seed-round/,2025-07-24 06:27:13.218387,0.0,0.0,5.0,30,mature,0.58,5.0,4.0,15.0,5.0
AIFactory,AIFactory is the most promising mobile startup developing unique Computer Vision and AR products.,2020,20000000.0,series-a,Matan Grinberg|Aleksandr Mashrabov|Greg Tkachenko,,AI|Software Engineering,San Francisco,California,United States,"""AI-Driven Software Development Automation Tools""",https://aifactory.app/,https://www.linkedin.com/company/aifactory/about/,https://www.crunchbase.com/organization/aifactory,https://www.bloomberg.com/news/articles/2024-06-18/sequoia-backs-ai-startup-that-automates-engineering-tasks,2025-07-24 06:27:37.768759,4.5,28.0,4.0,15,growth,0.85,4.2,4.0,1.2,4.1
Basis,Basis provides AI agents that automate accounting workflows for professionals.,2001,35800000.0,series_a,Matt Harpe|Mitchell Troyanovsky,Khosla Ventures|Boxgroup|Avid Ventures|Jeff Dean|Nfdg Ventures,AI|Accounting Automation,New York,New York,United States,"""AI-Driven Accounting Automation Solutions""",https://www.getbasis.ai,https://www.linkedin.com/company/get-basis-ai,https://www.crunchbase.com/organization/basis-d271,https://www.reuters.com/technology/artificial-intelligence/ai-startup-basis-raises-34-million-accounting-automation-agent-2024-12-17/,2025-07-24 06:27:50.010284,0.5,20.0,3.5,10,growth,0.85,3.8,3.2,0.3,3.7
Asari AI,"Asari AI builds AI that plans, abstracts, verifies, and discovers new skills and knowledge.",2021,,pre_seed,Stephan Zheng,Caltech|Jeff Dean|Eric Schmidt|Jp Millon,AI|Deep Learning|Reinforcement Learning,,,United States,"""Deep Learning and Reinforcement Learning Solutions Provider""",https://asari.ai/,https://www.linkedin.com/company/asari-ai/about/,https://www.crunchbase.com/organization/asari-ai,https://asari.ai/,2025-07-24 06:28:10.426989,3.5,34.5,4.5,40,growth,0.85,4.3,3.8,1.2,4.2
Essential AI,Essential AI creates AI solutions that enhance efficiency through the automation of labor-intensive and repetitive workflows.,2023,64500000.0,series_a,Ashish Vaswani|Niki Parmar,Nvidia|Google|Thrive Capital|Amd|March Capital,AI|Productivity|Automation,,,United States,"""NLP-Driven Workflow Automation Solutions""",http://www.essential.ai,https://www.linkedin.com/company/essentialai,https://www.crunchbase.com/organization/essential-ai,https://essential.ai/,2025-07-24 06:28:21.850837,7.0,20.0,4.5,30,growth,0.85,4.7,4.3,1.5,4.2
Generalist AI,Generalist AI is a robotics firm formed by a senior researcher who left Google to investigate robotics and artificial intelligence (AI).,2024,,seed,Andy Zeng,Nventures,Robotics|AI,,,United States,"""General-Purpose Robotics and AI Integration Solutions""",https://generalistai.com/,https://www.linkedin.com/company/generalistai/,https://www.crunchbase.com/organization/generalist-ai,https://generalistai.com/,2025-07-24 06:28:32.484957,3.2,20.0,4.5,15,growth,0.85,4.7,4.2,1.1,4.3
Bluefish Labs,Bluefish helps brands turn AI into a powerful new marketing channel to reach consumers and tell their story online.,2016,,pre_seed,,Bloomberg Beta|Crane Venture Partners|Firebolt Ventures|Laconia,AI Marketing|Automation|Data Management,New York,NY,United States,"""AI-Driven Marketing Automation Solutions""",https://www.bluefishai.com/,https://www.linkedin.com/company/bluefish-ai/,https://www.crunchbase.com/organization/bluefish-labs,https://sales.superagi.com/company/bluefish-ai,2025-07-24 06:28:41.647644,5.2,18.0,3.8,40,growth,0.85,4.2,3.7,1.8,4.0
Symbolica AI,Symbolica AI operates as a research-focused company.,2022,33000000.0,series_a,George Morgan,General Catalyst|Khosla Ventures|Buckley Ventures|Abstract|Day One Ventures,AI|Machine Learning|Enterprise AI,,,United States,"""Enterprise AI Cognitive Architecture and Reasoning Solutions""",https://www.symbolica.ai/,https://www.linkedin.com/company/symbolica-ai/ ,https://www.crunchbase.com/organization/symbolica-ai,https://www.symbolica.ai/,2025-07-24 06:29:03.682002,3.2,26.5,4.0,40,growth,0.85,4.3,3.8,1.5,4.2
Prime Intellect,Find compute. Train Models. Co-own intelligence.,2024,20500000.0,seed,Johannes Hagemann|Vincent Weisser,Menlo Ventures|Founders Fund|Coinfund|Compound|Balaji Srinivasan,AI|Compute|Decentralized Training,,,United States,"""Distributed AI Model Training and Resource Optimization""",https://www.primeintellect.ai/,https://linkedin.com/company/primeintellect-ai,https://www.crunchbase.com/organization/prime-intellect,https://www.primeintellect.ai/,2025-07-24 06:29:15.042723,1.2,35.0,4.5,15,early,0.85,4.3,4.0,0.8,4.2
Cognition,Cognition is an applied artificial intelligence lab that focuses on reasoning and code.,2023,196000000.0,series_unknown,Scott Wu|Steven Hao|Walden Yan,Khosla Ventures|Pear Vc|Founders Fund|South Park Commons|8Vc,AI|Software Development,San Francisco,California,United States,"""AI Software Development for Intelligent Automation Solutions""",https://www.cognition.ai,https://www.linkedin.com/company/cognition-ai-labs,https://www.crunchbase.com/organization/cognition-5bd7,https://en.wikipedia.org/wiki/Cognition_AI,2025-07-24 06:29:24.997131,12.0,28.0,4.5,40,growth,0.85,4.7,4.3,3.5,4.6
Etched.ai,"Etched.ai is an AI chip startup that develops Sohu, a chip designed specifically for running transformer models.",2022,65380000.0,series_a,Chris Zhu|Gavin Uberti|Robert Wachen,Primary Venture Partners|Hummingbird Ventures|Two Sigma Ventures|Fontinalis Partners|Oceans,AI hardware|machine learning,San Francisco,California,United States,"""Specialized Hardware for Large Language Model Optimization""",https://www.etched.com,https://www.linkedin.com/company/etched-ai,https://www.crunchbase.com/organization/etched-ai,https://aventure.vc/companies/etched-ai-cupertino-ca-us,2025-07-24 06:29:37.973335,1.2,40.0,4.5,15,early,0.85,4.3,3.8,1.0,4.2
Harvey,"Harvey provides AI-driven tools to assist legal professionals with research, document review, and contract analysis.",2022,453000000.0,series_e,Gabriel Pereyra|Winston Weinberg|Gabe Pereyra,Openai|Sequoia Capital|Kleiner Perkins|Conviction Partners|Coatue,Legal AI|NLP,,,United States,"""AI Legal Document Automation and Analysis Solutions""",https://harvey.ai,https://www.linkedin.com/company/harvey-ai,https://www.crunchbase.com/organization/harvey-128b,https://www.reuters.com/legal/transactional/legal-ai-firm-harvey-raises-100-mln-new-funding-round-2024-07-23/,2025-07-24 06:29:53.752400,0.5,25.0,4.0,10,growth,0.85,3.8,3.2,0.3,3.5
Artificial.Agency,Artificial Agency is an AI firm that is pioneering generative behavior in gaming.,2023,16078544.0,seed,Andrew Butcher|Alex Kearney|Mike Johanson|Brian Tanner|Michael Johanson,Radical Ventures|Toyota Ventures|Bdc Venture Capital|Kaya|Tirta Ventures,AI|Gaming|Generative AI,,,United States,"""Generative AI for Interactive Gaming Experiences""",https://www.artificial.agency,https://www.linkedin.com/company/artificialagency,https://www.crunchbase.com/organization/artificial-agency,https://venturebeat.com/ai/artificial-agency-raises-16m-to-bring-ai-powered-behavior-to-games/,2025-07-24 06:30:04.957186,0.5,35.0,4.5,10,early,0.85,4.2,3.8,0.8,4.0
Xaira Therapeutics,Xaira Therapeutics is an integrated biotechnology company driving advances in artificial intelligence.,2023,1000000000.0,series_a,Marc Tessier-Lavigne|David Baker|Arvind Rajpal|Don Kirkpatrick|Hetu Kamisetty|Joe Watchwell Watson,Menlo Ventures|Sequoia Capital|Lightspeed Venture Partners|New Enterprise Associates|Lux Capital,AI|Biotech|Drug Discovery,,,United States,"""AI-Driven Drug Discovery and Development Solutions""",https://xaira.com,https://www.linkedin.com/company/xaira-therapeutics,https://www.crunchbase.com/organization/xaira-therapeutics,https://techcrunch.com/2024/04/24/xaira-an-ai-drug-discovery-startup-launches-with-a-massive-1b-says-its-ready-to-start-developing-drugs/,2025-07-24 06:31:20.441936,3.2,40.0,4.5,15,early,0.85,4.7,4.2,1.5,4.3
Paxton,Paxton is an innovative legal technology firm transforming the legal landscape.,2023,14250000.0,series_a,Michael Ulin|Tanguy Chau,Gaingels|Plug And Play|Identity.Vc|Unusual Ventures|25Madison,Legal Tech|AI,San Francisco,California,United States,"""AI-Driven Legal Language Processing Solutions""",https://paxton.ai,https://www.linkedin.com/company/paxtonai,https://www.crunchbase.com/organization/paxton-ai,https://www.f6s.com/companies/large-language-model-llm/united-states/co,2025-07-24 06:31:44.262170,1.2,26.0,4.0,15,growth,0.85,4.3,3.8,0.8,3.8
Foundry,Foundry is a public cloud supported by an orchestration platform designed to simplify the utilization of AI computing resources.,2022,80000000.0,series_a,Jared Quincy Davis,Sequoia Capital|Lightspeed Venture Partners|New Enterprise Associates|Redpoint|Conviction Vc,Artificial General Intelligence|Machine Learning,Menlo Park,California,United States,"""Artificial General Intelligence Development Solutions""",https://www.mlfoundry.com,https://www.linkedin.com/company/foundry-mlfoundry,https://www.crunchbase.com/organization/foundry-5bb1,https://www.f6s.com/companies/artificial-general-intelligence-agi/united-states/co,2025-07-24 06:31:53.994944,10.0,27.0,4.5,40,growth,0.85,4.3,3.8,5.0,4.2
Day AI,"Day.ai eliminates the complicated, manual interfaces of Legacy CRM, and keeps you connected to what your customers want.",2023,4000000.0,seed,Christopher O'Donnell|Michael Pici,Sequoia Capital|Conviction Partners|Pillar Vc|Inspired Capital Partners|Stage 2 Capital,AI|CRM,,,United States,"""AI-Driven Customer Relationship Management Solutions""",https://day.ai,https://www.linkedin.com/company/day-ai,https://www.crunchbase.com/organization/day-ai,https://www.sequoiacap.com/companies/day-ai/,2025-07-24 06:32:04.966305,14.8,12.1,4.0,30,mature,0.85,4.3,3.8,1.8,3.9
Dynamo AI,"The enterprise platform for enabling private, secure, and regulation-compliant Gen AI models.",2021,19250000.0,series_a,Christian Lau|Vaikkunth Mugunthan,Y Combinator|Nexus Venture Partners|Canapi Ventures|Samsung Next|Basis Set Ventures,AI|Generative AI,,,United States,"""Enterprise Generative AI Privacy Solutions""",https://www.dynamo.ai/,https://www.linkedin.com/company/dynamofl,https://www.crunchbase.com/organization/dynamofl,https://www.f6s.com/companies/AI-Model-Training/mo,2025-07-24 06:32:23.889747,1.2,35.0,3.8,15,growth,0.85,3.9,3.5,0.8,3.7
Onyx,Open source Enterprise Search & AI agents,2023,10250000.0,seed,Chris Weaver|Yuhong Sun,Y Combinator|Khosla Ventures|First Round Capital|Pioneer Fund|Liquid 2 Ventures,AI|Open Source|Productivity,San Francisco,California,United States,"""Open-Source AI Integration for Enterprise Productivity""",https://www.onyx.app/,https://www.linkedin.com/company/onyx-dot-app,https://www.crunchbase.com/organization/danswer,https://www.businessinsider.com/pitch-deck-ai-agent-startup-onyx-seed-round-2025-3,2025-07-24 06:32:57.480667,0.3,35.0,4.5,15,early,0.85,4.7,4.2,0.8,4.3
Koala,Discover the intent signals your CRM is missing,2015,15000000.0,series_a,Matt Shwery|Netto Farah|Tido Carriero,Hubspot Ventures|Afore Capital|Recall Capital,AI|CRM,,,United States,"""AI-Driven Customer Relationship Management Solutions""",https://getkoala.com,https://www.linkedin.com/company/getkoala/,https://www.crunchbase.com/organization/koala-7dcf,https://techcrunch.com/2025/07/18/cursor-snaps-up-enterprise-startup-koala-in-challenge-to-github-copilot/,2025-07-24 06:33:10.689760,1.2,30.0,3.5,10,growth,0.85,3.8,3.2,0.5,3.7
